CouncilDistrict,OffenseCategory,ReportMonthYear,CrimeCount
1,Assault Offenses,November 2024,161
3,Weapon Law Violations,November 2024,13
3,Vandalism,November 2024,125
2,Vandalism,November 2024,136
3,Kidnapping/Abduction,November 2024,2
3,Larceny Offenses,November 2024,414
3,Burglary,November 2024,125
NA,Pornography/Obscene Material,July 2024,1
3,Sex Offenses,November 2024,12
1,Weapon Law Violations,November 2024,23
4,Sex Offenses,November 2024,11
3,Drug/Narcotic Offenses,November 2024,10
2,Burglary,November 2024,87
1,Larceny Offenses,November 2024,331
1,Fraud Offenses,November 2024,58
1,Kidnapping/Abduction,November 2024,2
2,Sex Offenses,November 2024,7
4,Burglary,November 2024,88
NA,Sex Offenses,November 2024,3
3,Robbery,November 2024,25
4,Larceny Offenses,November 2024,685
1,Sex Offenses,November 2024,10
4,Robbery,November 2024,33
2,Animal Cruelty Offenses,November 2024,1
2,Larceny Offenses,November 2024,634
NA,Vandalism,November 2024,20
2,Robbery,November 2024,21
1,Pornography/Obscene Material,November 2024,1
4,Vandalism,November 2024,183
2,Kidnapping/Abduction,November 2024,1
2,Weapon Law Violations,November 2024,14
2,Assault Offenses,December 2024,179
4,Assault Offenses,December 2024,182
3,Assault Offenses,December 2024,134
3,Vandalism,December 2024,129
3,Weapon Law Violations,December 2024,16
4,Kidnapping/Abduction,November 2024,2
1,Assault Offenses,December 2024,169
1,Burglary,November 2024,65
1,Robbery,November 2024,29
3,Sex Offenses,December 2024,4
2,Kidnapping/Abduction,December 2024,2
NA,Extortion/Blackmail,October 2024,1
4,Fraud Offenses,November 2024,53
2,Vandalism,December 2024,122
3,Animal Cruelty Offenses,December 2024,2
1,Vandalism,December 2024,109
2,Weapon Law Violations,December 2024,15
2,Sex Offenses,December 2024,7
NA,Sex Offenses,December 2024,7
2,Robbery,December 2024,23
NA,Assault Offenses,December 2024,3
2,Fraud Offenses,December 2024,61
4,Sex Offenses,December 2024,9
1,Sex Offenses,December 2024,10
3,Drug/Narcotic Offenses,December 2024,15
2,Human Trafficking Offenses,November 2024,1
3,Kidnapping/Abduction,December 2024,1
1,Robbery,December 2024,21
NA,Larceny Offenses,September 2024,15
3,Fraud Offenses,December 2024,69
3,Motor Vehicle Theft,December 2024,91
4,Robbery,December 2024,14
1,Weapon Law Violations,December 2024,23
2,Fraud Offenses,November 2024,53
1,Burglary,December 2024,76
1,Larceny Offenses,December 2024,385
NA,Pornography/Obscene Material,December 2024,2
4,Drug/Narcotic Offenses,December 2024,50
3,Larceny Offenses,December 2024,449
1,Motor Vehicle Theft,December 2024,83
4,Burglary,December 2024,85
2,Burglary,December 2024,101
1,Fraud Offenses,December 2024,50
2,Larceny Offenses,December 2024,715
4,Vandalism,December 2024,177
4,Larceny Offenses,December 2024,670
NA,Fraud Offenses,December 2024,17
NA,Prostitution Offenses,August 2024,4
4,Pornography/Obscene Material,December 2024,3
2,Fraud Offenses,June 2024,49
NA,Assault Offenses,November 2024,9
4,Vandalism,April 2024,152
2,Larceny Offenses,January 2024,637
2,Motor Vehicle Theft,January 2024,158
2,Burglary,October 2024,136
2,Fraud Offenses,February 2024,52
2,Burglary,August 2024,98
2,Drug/Narcotic Offenses,September 2024,11
2,Fraud Offenses,July 2024,58
2,Fraud Offenses,August 2024,58
2,Burglary,March 2024,110
2,Motor Vehicle Theft,July 2024,158
2,Arson,September 2024,11
3,Motor Vehicle Theft,January 2024,117
3,Extortion/Blackmail,March 2024,1
3,Motor Vehicle Theft,March 2024,124
3,Motor Vehicle Theft,October 2024,81
3,Motor Vehicle Theft,November 2024,116
3,Burglary,October 2024,121
3,Motor Vehicle Theft,August 2024,96
3,Motor Vehicle Theft,July 2024,120
3,Burglary,September 2024,136
3,Motor Vehicle Theft,April 2024,114
3,Fraud Offenses,May 2024,58
3,Motor Vehicle Theft,September 2024,98
1,Motor Vehicle Theft,April 2024,138
1,Drug/Narcotic Offenses,June 2024,9
1,Motor Vehicle Theft,November 2024,93
1,Motor Vehicle Theft,February 2024,129
1,Fraud Offenses,August 2024,71
1,Arson,October 2024,11
1,Motor Vehicle Theft,September 2024,80
NA,Larceny Offenses,November 2024,37
2,Motor Vehicle Theft,March 2024,161
3,Drug/Narcotic Offenses,October 2024,12
2,Embezzlement,October 2024,1
2,Motor Vehicle Theft,August 2024,143
4,Fraud Offenses,January 2024,65
4,Robbery,January 2024,17
4,Kidnapping/Abduction,February 2024,1
4,Motor Vehicle Theft,April 2024,78
4,Fraud Offenses,March 2024,77
4,Arson,March 2024,4
4,Motor Vehicle Theft,March 2024,85
4,Motor Vehicle Theft,May 2024,103
4,Motor Vehicle Theft,July 2024,96
4,Weapon Law Violations,September 2024,12
4,Fraud Offenses,October 2024,77
4,Motor Vehicle Theft,August 2024,106
4,Burglary,April 2024,89
4,Burglary,September 2024,121
4,Drug/Narcotic Offenses,November 2024,95
4,Weapon Law Violations,November 2024,21
4,Extortion/Blackmail,March 2024,2
4,Fraud Offenses,December 2024,73
3,Arson,May 2024,6
3,Robbery,March 2024,12
3,Robbery,May 2024,22
3,Weapon Law Violations,May 2024,10
3,Fraud Offenses,March 2024,55
3,Motor Vehicle Theft,June 2024,109
1,Motor Vehicle Theft,March 2024,129
1,Homicide Offenses,November 2024,3
3,Robbery,August 2024,15
3,Robbery,September 2024,27
3,Homicide Offenses,March 2024,3
NA,Motor Vehicle Theft,April 2024,4
4,Motor Vehicle Theft,November 2024,79
NA,Larceny Offenses,October 2024,40
2,Motor Vehicle Theft,December 2024,143
2,Fraud Offenses,January 2024,68
2,Fraud Offenses,May 2024,59
3,Fraud Offenses,September 2024,57
3,Fraud Offenses,August 2024,54
1,Fraud Offenses,February 2024,68
1,Motor Vehicle Theft,June 2024,77
1,Counterfeiting/Forgery,January 2024,9
2,Counterfeiting/Forgery,September 2024,8
4,Motor Vehicle Theft,January 2024,92
4,Robbery,September 2024,28
4,Motor Vehicle Theft,September 2024,91
4,Motor Vehicle Theft,December 2024,80
4,Fraud Offenses,June 2024,38
4,Fraud Offenses,July 2024,71
NA,Fraud Offenses,October 2024,18
3,Burglary,December 2024,121
3,Weapon Law Violations,April 2024,7
3,Homicide Offenses,July 2024,3
3,Fraud Offenses,November 2024,57
1,Burglary,October 2024,87
1,Motor Vehicle Theft,October 2024,91
1,Motor Vehicle Theft,July 2024,110
1,Homicide Offenses,May 2024,3
4,Weapon Law Violations,February 2024,13
4,Robbery,October 2024,22
4,Human Trafficking Offenses,January 2024,1
4,Counterfeiting/Forgery,February 2024,7
4,Embezzlement,May 2024,3
2,Motor Vehicle Theft,November 2024,167
2,Extortion/Blackmail,December 2024,2
2,Animal Cruelty Offenses,December 2024,1
1,Prostitution Offenses,July 2024,5
2,Counterfeiting/Forgery,July 2024,6
2,Motor Vehicle Theft,April 2024,130
2,Counterfeiting/Forgery,February 2024,9
4,Arson,December 2024,6
4,Counterfeiting/Forgery,October 2024,3
4,Arson,February 2024,5
3,Fraud Offenses,February 2024,65
1,Animal Cruelty Offenses,April 2024,2
1,Drug/Narcotic Offenses,October 2024,21
1,Fraud Offenses,July 2024,56
1,Counterfeiting/Forgery,November 2024,8
NA,Vandalism,December 2024,7
4,Weapon Law Violations,December 2024,18
4,Extortion/Blackmail,November 2024,2
3,Arson,January 2024,6
3,Fraud Offenses,June 2024,41
NA,Larceny Offenses,December 2024,26
2,Embezzlement,January 2024,2
2,Fraud Offenses,March 2024,53
2,Drug/Narcotic Offenses,December 2024,8
2,Counterfeiting/Forgery,November 2024,3
2,Homicide Offenses,May 2024,1
4,Arson,May 2024,7
4,Arson,July 2024,12
3,Arson,December 2024,8
3,Animal Cruelty Offenses,September 2024,1
3,Arson,February 2024,7
3,Fraud Offenses,October 2024,57
4,Arson,November 2024,7
4,Weapon Law Violations,May 2024,15
NA,Robbery,June 2024,2
4,Kidnapping/Abduction,April 2024,1
4,Homicide Offenses,September 2024,1
4,Homicide Offenses,October 2024,1
2,Robbery,May 2024,13
2,Arson,July 2024,10
2,Arson,April 2024,4
2,Animal Cruelty Offenses,October 2024,2
4,Arson,October 2024,6
4,Counterfeiting/Forgery,September 2024,9
1,Arson,November 2024,5
1,Drug/Narcotic Offenses,January 2024,13
3,Robbery,December 2024,26
4,Drug/Narcotic Offenses,August 2024,20
NA,Larceny Offenses,January 2024,9
3,Counterfeiting/Forgery,December 2024,5
1,Counterfeiting/Forgery,May 2024,15
1,Counterfeiting/Forgery,August 2024,6
1,Counterfeiting/Forgery,December 2024,5
1,Stolen Property Offenses,February 2024,1
2,Drug/Narcotic Offenses,October 2024,13
2,Animal Cruelty Offenses,August 2024,1
2,Homicide Offenses,September 2024,1
4,Drug/Narcotic Offenses,May 2024,16
1,Counterfeiting/Forgery,June 2024,7
1,Counterfeiting/Forgery,October 2024,9
4,Human Trafficking Offenses,May 2024,1
2,Animal Cruelty Offenses,September 2024,1
3,Prostitution Offenses,October 2024,11
NA,Motor Vehicle Theft,March 2024,3
NA,Burglary,December 2024,2
2,Arson,May 2024,5
2,Counterfeiting/Forgery,March 2024,9
NA,Weapon Law Violations,June 2024,1
3,Counterfeiting/Forgery,July 2024,2
4,Drug/Narcotic Offenses,July 2024,8
3,Arson,June 2024,5
3,Counterfeiting/Forgery,October 2024,3
1,Arson,July 2024,7
2,Robbery,June 2024,19
2,Robbery,July 2024,24
4,Drug/Narcotic Offenses,June 2024,11
3,Counterfeiting/Forgery,August 2024,3
1,Arson,December 2024,6
4,Counterfeiting/Forgery,November 2024,1
3,Weapon Law Violations,June 2024,8
3,Arson,July 2024,12
4,Arson,August 2024,9
4,Pornography/Obscene Material,March 2024,1
4,Homicide Offenses,March 2024,2
4,Pornography/Obscene Material,January 2024,1
1,Animal Cruelty Offenses,March 2024,1
1,Drug/Narcotic Offenses,November 2024,17
2,Counterfeiting/Forgery,October 2024,3
4,Arson,January 2024,5
4,Counterfeiting/Forgery,December 2024,5
4,Arson,June 2024,3
3,Weapon Law Violations,August 2024,16
4,Pornography/Obscene Material,June 2024,1
4,Counterfeiting/Forgery,March 2024,4
4,Kidnapping/Abduction,December 2024,1
1,Counterfeiting/Forgery,March 2024,9
1,Counterfeiting/Forgery,September 2024,7
2,Animal Cruelty Offenses,March 2024,1
2,Arson,November 2024,7
4,Kidnapping/Abduction,March 2024,2
4,Drug/Narcotic Offenses,January 2024,7
3,Arson,October 2024,4
3,Weapon Law Violations,October 2024,10
4,Embezzlement,July 2024,1
2,Counterfeiting/Forgery,May 2024,4
2,Drug/Narcotic Offenses,July 2024,4
2,Drug/Narcotic Offenses,November 2024,9
2,Kidnapping/Abduction,May 2024,2
1,Drug/Narcotic Offenses,May 2024,5
1,Animal Cruelty Offenses,February 2024,1
3,Counterfeiting/Forgery,April 2024,3
4,Counterfeiting/Forgery,April 2024,5
4,Extortion/Blackmail,February 2024,1
4,Pornography/Obscene Material,May 2024,1
4,Counterfeiting/Forgery,May 2024,6
4,Counterfeiting/Forgery,July 2024,3
4,Prostitution Offenses,January 2024,1
3,Stolen Property Offenses,February 2024,1
1,Drug/Narcotic Offenses,February 2024,14
1,Robbery,September 2024,24
2,Counterfeiting/Forgery,January 2024,3
4,Stolen Property Offenses,August 2024,1
4,Counterfeiting/Forgery,August 2024,5
4,Animal Cruelty Offenses,March 2024,1
4,Kidnapping/Abduction,January 2024,1
2,Extortion/Blackmail,September 2024,1
NA,Burglary,February 2024,3
3,Weapon Law Violations,January 2024,9
3,Counterfeiting/Forgery,June 2024,5
3,Counterfeiting/Forgery,March 2024,2
3,Animal Cruelty Offenses,August 2024,1
2,Arson,August 2024,17
2,Counterfeiting/Forgery,June 2024,5
2,Drug/Narcotic Offenses,August 2024,4
NA,Drug/Narcotic Offenses,February 2024,1
NA,Fraud Offenses,August 2024,31
3,Embezzlement,April 2024,2
4,Animal Cruelty Offenses,June 2024,1
4,Animal Cruelty Offenses,January 2024,1
3,Drug/Narcotic Offenses,May 2024,4
4,Pornography/Obscene Material,September 2024,2
1,Drug/Narcotic Offenses,March 2024,8
NA,Burglary,August 2024,1
4,Arson,September 2024,4
3,Embezzlement,September 2024,1
NA,Larceny Offenses,February 2024,12
NA,Motor Vehicle Theft,July 2024,4
2,Arson,December 2024,10
3,Prostitution Offenses,May 2024,3
2,Counterfeiting/Forgery,April 2024,6
4,Homicide Offenses,June 2024,1
3,Counterfeiting/Forgery,September 2024,5
2,Embezzlement,April 2024,2
2,Embezzlement,July 2024,2
3,Prostitution Offenses,September 2024,31
4,Animal Cruelty Offenses,August 2024,1
4,Animal Cruelty Offenses,September 2024,3
1,Counterfeiting/Forgery,July 2024,7
3,Embezzlement,February 2024,1
3,Arson,November 2024,4
4,Extortion/Blackmail,June 2024,1
2,Arson,March 2024,4
2,Arson,June 2024,4
3,Weapon Law Violations,July 2024,8
3,Arson,April 2024,2
4,Kidnapping/Abduction,September 2024,1
NA,Weapon Law Violations,December 2024,2
3,Pornography/Obscene Material,September 2024,2
3,Human Trafficking Offenses,June 2024,2
1,Counterfeiting/Forgery,April 2024,7
1,Drug/Narcotic Offenses,April 2024,9
NA,Drug/Narcotic Offenses,April 2024,1
3,Pornography/Obscene Material,July 2024,3
1,Homicide Offenses,January 2024,3
3,Drug/Narcotic Offenses,July 2024,7
3,Counterfeiting/Forgery,February 2024,6
4,Counterfeiting/Forgery,January 2024,3
3,Drug/Narcotic Offenses,February 2024,4
3,Homicide Offenses,April 2024,1
2,Counterfeiting/Forgery,August 2024,4
3,Homicide Offenses,November 2024,1
2,Embezzlement,March 2024,3
2,Arson,January 2024,2
3,Pornography/Obscene Material,February 2024,2
3,Pornography/Obscene Material,November 2024,1
2,Homicide Offenses,July 2024,2
2,Counterfeiting/Forgery,December 2024,4
NA,Weapon Law Violations,August 2024,1
NA,Vandalism,September 2024,2
3,Kidnapping/Abduction,January 2024,1
4,Extortion/Blackmail,September 2024,1
1,Stolen Property Offenses,January 2024,1
3,Counterfeiting/Forgery,November 2024,2
3,Embezzlement,July 2024,1
3,Arson,March 2024,1
4,Extortion/Blackmail,December 2024,1
1,Embezzlement,August 2024,1
1,Drug/Narcotic Offenses,July 2024,10
1,Pornography/Obscene Material,January 2024,1
3,Prostitution Offenses,January 2024,2
3,Prostitution Offenses,November 2024,16
4,Embezzlement,March 2024,1
1,Homicide Offenses,February 2024,4
3,Counterfeiting/Forgery,January 2024,2
3,Drug/Narcotic Offenses,March 2024,5
2,Embezzlement,December 2024,4
1,Arson,June 2024,5
3,Prostitution Offenses,June 2024,27
1,Animal Cruelty Offenses,July 2024,4
1,Extortion/Blackmail,November 2024,1
2,Homicide Offenses,February 2024,3
3,Counterfeiting/Forgery,May 2024,4
2,Arson,February 2024,4
1,Arson,March 2024,3
1,Arson,February 2024,6
2,Drug/Narcotic Offenses,June 2024,1
2,Drug/Narcotic Offenses,March 2024,6
1,Homicide Offenses,July 2024,2
2,Homicide Offenses,June 2024,2
2,Homicide Offenses,October 2024,4
4,Embezzlement,January 2024,1
3,Embezzlement,January 2024,1
1,Drug/Narcotic Offenses,December 2024,16
3,Arson,September 2024,3
1,Extortion/Blackmail,March 2024,2
1,Drug/Narcotic Offenses,August 2024,12
3,Arson,August 2024,8
4,Counterfeiting/Forgery,June 2024,5
2,Extortion/Blackmail,April 2024,1
2,Animal Cruelty Offenses,May 2024,2
1,Homicide Offenses,June 2024,1
2,Extortion/Blackmail,February 2024,1
3,Homicide Offenses,June 2024,2
1,Homicide Offenses,September 2024,4
2,Pornography/Obscene Material,November 2024,1
3,Pornography/Obscene Material,August 2024,1
4,Embezzlement,November 2024,2
4,Stolen Property Offenses,January 2024,2
1,Animal Cruelty Offenses,August 2024,2
4,Homicide Offenses,January 2024,2
2,Stolen Property Offenses,November 2024,1
2,Extortion/Blackmail,October 2024,2
NA,Robbery,April 2024,1
NA,Burglary,November 2024,3
NA,Larceny Offenses,April 2024,23
1,Embezzlement,September 2024,1
2,Embezzlement,November 2024,1
2,Pornography/Obscene Material,September 2024,1
3,Stolen Property Offenses,September 2024,1
3,Embezzlement,November 2024,1
2,Stolen Property Offenses,October 2024,1
3,Kidnapping/Abduction,March 2024,1
3,Extortion/Blackmail,September 2024,1
NA,Fraud Offenses,January 2024,16
2,Stolen Property Offenses,April 2024,1
2,Embezzlement,September 2024,1
1,Animal Cruelty Offenses,May 2024,3
NA,Motor Vehicle Theft,June 2024,3
3,Homicide Offenses,January 2024,2
3,Pornography/Obscene Material,October 2024,1
NA,Larceny Offenses,August 2024,28
4,Homicide Offenses,July 2024,2
4,Prostitution Offenses,December 2024,1
2,Prostitution Offenses,July 2024,2
NA,Larceny Offenses,July 2024,13
3,Kidnapping/Abduction,May 2024,1
3,Embezzlement,June 2024,1
1,Prostitution Offenses,January 2024,7
1,Prostitution Offenses,October 2024,15
1,Prostitution Offenses,November 2024,16
1,Prostitution Offenses,December 2024,16
1,Homicide Offenses,December 2024,2
3,Drug/Narcotic Offenses,January 2024,3
NA,Burglary,March 2024,2
1,Embezzlement,May 2024,1
NA,Motor Vehicle Theft,February 2024,3
1,Counterfeiting/Forgery,February 2024,7
4,Embezzlement,April 2024,1
1,Prostitution Offenses,June 2024,11
NA,Fraud Offenses,November 2024,17
2,Pornography/Obscene Material,December 2024,1
1,Embezzlement,July 2024,3
1,Prostitution Offenses,August 2024,7
4,Prostitution Offenses,November 2024,1
2,Extortion/Blackmail,March 2024,1
1,Embezzlement,April 2024,3
2,Kidnapping/Abduction,April 2024,1
1,Pornography/Obscene Material,May 2024,2
1,Homicide Offenses,April 2024,2
1,Human Trafficking Offenses,May 2024,2
1,Prostitution Offenses,March 2024,1
1,Extortion/Blackmail,February 2024,1
1,Kidnapping/Abduction,February 2024,1
NA,Assault Offenses,April 2024,4
1,Homicide Offenses,August 2024,4
1,Extortion/Blackmail,December 2024,1
NA,Vandalism,August 2024,8
NA,Weapon Law Violations,February 2024,2
1,Stolen Property Offenses,December 2024,1
1,Stolen Property Offenses,July 2024,3
1,Animal Cruelty Offenses,June 2024,1
1,Pornography/Obscene Material,July 2024,1
1,Animal Cruelty Offenses,December 2024,1
NA,Weapon Law Violations,January 2024,1
1,Embezzlement,January 2024,1
1,Animal Cruelty Offenses,November 2024,1
1,Pornography/Obscene Material,September 2024,1
1,Animal Cruelty Offenses,October 2024,1
1,Pornography/Obscene Material,March 2024,1
1,Pornography/Obscene Material,June 2024,1
1,Human Trafficking Offenses,April 2024,1
NA,Fraud Offenses,February 2024,17
1,Kidnapping/Abduction,April 2024,1
NA,Drug/Narcotic Offenses,December 2024,1
1,Human Trafficking Offenses,November 2024,1
NA,Vandalism,May 2024,2
NA,Burglary,October 2024,1
NA,Fraud Offenses,March 2024,11
NA,Vandalism,January 2024,3
NA,Motor Vehicle Theft,January 2024,3
2,Animal Cruelty Offenses,January 2024,1
2,Homicide Offenses,April 2024,1
2,Homicide Offenses,November 2024,1
2,Drug/Narcotic Offenses,May 2024,2
3,Drug/Narcotic Offenses,August 2024,2
1,Human Trafficking Offenses,September 2024,1
3,Prostitution Offenses,December 2024,33
2,Prostitution Offenses,October 2024,2
3,Prostitution Offenses,February 2024,5
3,Prostitution Offenses,August 2024,6
3,Prostitution Offenses,April 2024,3
3,Prostitution Offenses,July 2024,8
1,Prostitution Offenses,May 2024,1
NA,Weapon Law Violations,November 2024,1
NA,Prostitution Offenses,November 2024,1
NA,Prostitution Offenses,September 2024,2
NA,Prostitution Offenses,October 2024,2
NA,Prostitution Offenses,December 2024,2
1,Prostitution Offenses,February 2024,2
1,Stolen Property Offenses,April 2024,1
2,Stolen Property Offenses,June 2024,1
3,Stolen Property Offenses,August 2024,1
3,Stolen Property Offenses,July 2024,2
2,Homicide Offenses,August 2024,1
NA,Vandalism,March 2024,3
1,Prostitution Offenses,September 2024,7
4,Stolen Property Offenses,June 2024,1
4,Drug/Narcotic Offenses,February 2024,8
4,Drug/Narcotic Offenses,March 2024,7
4,Stolen Property Offenses,July 2024,3
4,Stolen Property Offenses,October 2024,1
3,Homicide Offenses,August 2024,1
3,Stolen Property Offenses,January 2024,1
3,Kidnapping/Abduction,September 2024,1
1,Animal Cruelty Offenses,September 2024,1
NA,Motor Vehicle Theft,October 2024,5
1,Stolen Property Offenses,June 2024,1
1,Prostitution Offenses,April 2024,1
3,Homicide Offenses,February 2024,1
4,Homicide Offenses,November 2024,1
NA,Robbery,March 2024,1
NA,Larceny Offenses,May 2024,16
NA,Motor Vehicle Theft,May 2024,2
NA,Counterfeiting/Forgery,June 2024,1
NA,Vandalism,June 2024,9
NA,Assault Offenses,July 2024,1
NA,Extortion/Blackmail,July 2024,1
NA,Fraud Offenses,July 2024,24
NA,Robbery,August 2024,1
NA,Motor Vehicle Theft,August 2024,2
NA,Motor Vehicle Theft,September 2024,1
NA,Robbery,December 2024,1
NA,Motor Vehicle Theft,December 2024,1
NA,Prostitution Offenses,April 2024,1
NA,Pornography/Obscene Material,May 2024,1
NA,Human Trafficking Offenses,June 2024,1
NA,Prostitution Offenses,June 2024,1
NA,Extortion/Blackmail,January 2024,1
NA,Pornography/Obscene Material,August 2024,2
NA,Pornography/Obscene Material,September 2024,4
NA,Pornography/Obscene Material,November 2024,2
NA,Robbery,January 2024,1
NA,Burglary,January 2024,1
NA,Robbery,February 2024,1
NA,Vandalism,February 2024,2
NA,Vandalism,April 2024,4
NA,Extortion/Blackmail,June 2024,1
NA,Burglary,July 2024,2
NA,Extortion/Blackmail,September 2024,2
NA,Burglary,September 2024,1
NA,Homicide Offenses,January 2024,1
NA,Homicide Offenses,March 2024,1
4,Assault Offenses,January 2025,142
3,Assault Offenses,January 2025,124
2,Assault Offenses,January 2025,177
2,Burglary,January 2025,94
1,Assault Offenses,January 2025,154
1,Robbery,January 2025,32
2,Kidnapping/Abduction,January 2025,2
1,Vandalism,January 2025,116
2,Sex Offenses,January 2025,7
NA,Sex Offenses,January 2025,4
4,Kidnapping/Abduction,January 2025,3
4,Sex Offenses,January 2025,6
4,Robbery,January 2025,25
4,Weapon Law Violations,January 2025,15
2,Vandalism,January 2025,123
1,Sex Offenses,January 2025,14
4,Larceny Offenses,January 2025,602
3,Larceny Offenses,January 2025,429
3,Sex Offenses,January 2025,9
1,Drug/Narcotic Offenses,January 2025,12
1,Kidnapping/Abduction,January 2025,4
4,Burglary,January 2025,112
4,Vandalism,January 2025,187
3,Weapon Law Violations,January 2025,19
3,Vandalism,January 2025,130
2,Larceny Offenses,January 2025,702
4,Counterfeiting/Forgery,January 2025,8
1,Pornography/Obscene Material,January 2025,3
3,Drug/Narcotic Offenses,January 2025,12
1,Larceny Offenses,January 2025,352
3,Burglary,January 2025,82
NA,Vandalism,January 2025,8
3,Pornography/Obscene Material,January 2025,1
NA,Assault Offenses,January 2025,3
2,Animal Cruelty Offenses,January 2025,1
1,Burglary,January 2025,68
1,Fraud Offenses,January 2025,75
2,Drug/Narcotic Offenses,January 2025,15
3,Robbery,January 2025,24
1,Assault Offenses,February 2025,165
2,Assault Offenses,February 2025,153
2,Animal Cruelty Offenses,February 2025,1
4,Assault Offenses,February 2025,145
3,Assault Offenses,February 2025,123
3,Motor Vehicle Theft,January 2025,63
3,Sex Offenses,February 2025,6
1,Sex Offenses,February 2025,9
2,Vandalism,February 2025,114
3,Vandalism,February 2025,105
2,Motor Vehicle Theft,January 2025,106
1,Burglary,February 2025,67
1,Vandalism,February 2025,76
2,Larceny Offenses,February 2025,616
3,Larceny Offenses,February 2025,363
2,Pornography/Obscene Material,January 2025,3
NA,Assault Offenses,February 2025,8
4,Drug/Narcotic Offenses,February 2025,35
2,Sex Offenses,February 2025,13
4,Sex Offenses,February 2025,11
4,Fraud Offenses,January 2025,68
4,Extortion/Blackmail,January 2025,3
2,Kidnapping/Abduction,February 2025,2
3,Fraud Offenses,February 2025,48
4,Weapon Law Violations,February 2025,16
1,Motor Vehicle Theft,February 2025,63
3,Prostitution Offenses,February 2025,8
2,Weapon Law Violations,February 2025,10
4,Robbery,February 2025,21
3,Weapon Law Violations,February 2025,20
1,Larceny Offenses,February 2025,296
4,Larceny Offenses,February 2025,444
4,Vandalism,February 2025,139
2,Robbery,February 2025,23
3,Human Trafficking Offenses,February 2025,2
2,Fraud Offenses,February 2025,45
4,Assault Offenses,March 2025,212
3,Assault Offenses,March 2025,119
2,Assault Offenses,March 2025,156
1,Assault Offenses,March 2025,170
1,Weapon Law Violations,March 2025,28
2,Sex Offenses,March 2025,15
4,Sex Offenses,March 2025,11
NA,Assault Offenses,March 2025,7
1,Fraud Offenses,March 2025,54
NA,Sex Offenses,February 2025,4
1,Animal Cruelty Offenses,March 2025,1
3,Larceny Offenses,March 2025,403
3,Vandalism,March 2025,110
1,Sex Offenses,March 2025,12
2,Vandalism,March 2025,134
4,Vandalism,March 2025,177
4,Animal Cruelty Offenses,March 2025,3
4,Kidnapping/Abduction,March 2025,2
1,Robbery,March 2025,20
NA,Sex Offenses,March 2025,1
2,Weapon Law Violations,March 2025,14
1,Larceny Offenses,March 2025,343
1,Vandalism,March 2025,115
1,Kidnapping/Abduction,March 2025,2
4,Larceny Offenses,March 2025,554
3,Motor Vehicle Theft,March 2025,77
4,Burglary,March 2025,97
1,Burglary,March 2025,81
2,Burglary,March 2025,97
2,Kidnapping/Abduction,March 2025,3
3,Sex Offenses,March 2025,9
1,Pornography/Obscene Material,March 2025,1
3,Fraud Offenses,March 2025,45
2,Animal Cruelty Offenses,March 2025,1
3,Robbery,March 2025,17
2,Larceny Offenses,March 2025,627
3,Pornography/Obscene Material,March 2025,1
3,Assault Offenses,April 2025,136
2,Assault Offenses,April 2025,170
1,Assault Offenses,April 2025,173
3,Burglary,March 2025,89
4,Assault Offenses,April 2025,181
3,Sex Offenses,April 2025,10
4,Sex Offenses,April 2025,8
2,Sex Offenses,April 2025,14
1,Sex Offenses,April 2025,8
4,Robbery,April 2025,25
2,Vandalism,April 2025,129
4,Larceny Offenses,April 2025,572
2,Kidnapping/Abduction,April 2025,2
3,Kidnapping/Abduction,April 2025,3
4,Fraud Offenses,April 2025,72
4,Burglary,April 2025,84
3,Fraud Offenses,April 2025,66
2,Larceny Offenses,April 2025,553
1,Kidnapping/Abduction,April 2025,5
2,Burglary,April 2025,67
1,Vandalism,April 2025,119
4,Vandalism,April 2025,169
3,Vandalism,April 2025,126
3,Weapon Law Violations,April 2025,24
3,Larceny Offenses,April 2025,395
1,Counterfeiting/Forgery,April 2025,7
2,Weapon Law Violations,April 2025,19
NA,Assault Offenses,April 2025,6
1,Larceny Offenses,April 2025,375
2,Motor Vehicle Theft,April 2025,121
NA,Sex Offenses,April 2025,2
1,Burglary,April 2025,81
1,Fraud Offenses,April 2025,74
1,Arson,April 2025,4
1,Robbery,April 2025,17
1,Drug/Narcotic Offenses,April 2025,28
3,Robbery,April 2025,23
1,Weapon Law Violations,April 2025,34
4,Pornography/Obscene Material,April 2025,1
2,Pornography/Obscene Material,April 2025,1
2,Robbery,April 2025,17
1,Pornography/Obscene Material,April 2025,2
NA,Vandalism,April 2025,8
2,Drug/Narcotic Offenses,April 2025,13
3,Burglary,April 2025,84
2,Assault Offenses,May 2025,163
1,Assault Offenses,May 2025,220
4,Drug/Narcotic Offenses,April 2025,39
4,Assault Offenses,May 2025,191
3,Assault Offenses,May 2025,140
2,Vandalism,May 2025,119
NA,Pornography/Obscene Material,May 2025,1
1,Sex Offenses,May 2025,12
1,Motor Vehicle Theft,May 2025,87
2,Larceny Offenses,May 2025,586
4,Sex Offenses,May 2025,19
1,Kidnapping/Abduction,May 2025,2
2,Sex Offenses,May 2025,9
4,Robbery,May 2025,27
NA,Assault Offenses,May 2025,8
1,Vandalism,May 2025,116
3,Vandalism,May 2025,135
3,Fraud Offenses,May 2025,67
1,Robbery,May 2025,20
1,Larceny Offenses,May 2025,381
3,Sex Offenses,May 2025,14
