INSTNM,UGDS,STABBR,LATITUDE,LONGITUDE,ADM_RATE,C150_4,RET_FT4,MD_EARN_WNE_P10,ENDOWBEGIN
Trinity International University-Illinois,409,IL,42.197945,-87.880851,0.9126,0.4965,0.7143,46989,53132066
VanderCook College of Music,67,IL,41.836833,-87.629138,1,0.5714,0.8,47863,410793
Western Illinois University,5196,IL,40.468086,-90.686899,0.75,0.473,0.6685,54163,84316281
Wheaton College,2141,IL,41.870176,-88.099643,0.8843,0.8827,0.9024,63756,647433702
Anderson University,1111,IN,40.112768,-85.664315,0.5175,0.5934,0.6901,48899,45309000
Ball State University,13466,IN,40.203431,-85.409043,0.6895,0.6387,0.7288,51833,244456136
Bethel University,1115,IN,41.678399,-86.194686,0.9947,0.5685,0.7102,48860,11385723
Butler University,4304,IN,39.8374,-86.172167,0.8206,0.8078,0.8867,77235,285556000
DePauw University,1732,IN,39.640904,-86.860363,0.658,0.7925,0.924,70527,801652516
Earlham College,589,IN,39.823431,-84.915037,0.7324,0.7465,0.7953,50797,474820554
University of Evansville,1460,IN,37.971549,-87.531644,0.7632,0.6499,0.8012,53770,169948415
Franklin College,859,IN,39.478298,-86.047182,0.9286,0.6298,0.7233,55376,103629221
Goshen College,704,IN,41.563582,-85.827795,0.9354,0.6378,0.8033,51943,138927572
Grace College and Theological Seminary,1458,IN,41.22595,-85.814228,0.8462,0.6633,0.7864,45411,22560910
Hanover College,949,IN,38.715642,-85.460051000000007,0.7411,0.6916,0.779,53957,182593272
Holy Cross College,422,IN,41.698996,-86.253822,0.7617,0.3256,0.713,50416,14081955
Huntington University,1066,IN,40.898152,-85.497317,0.775,0.7056,0.8193,46672,35229778
Purdue University Fort Wayne,5482,IN,41.117278,-85.108962,0.8066,0.3569,0.6272,45872,79529663
Indiana University-Purdue University-Indianapolis,17278,IN,39.772948,-86.172217,0.8289,0.5634,0.7085,55198,2252019515
University of Indianapolis,3444,IN,39.709571,-86.133969,0.7614,0.5992,0.6139,53610,136739291
Indiana Institute of Technology,1341,IN,41.078365,-85.116479,0.6466,0.3733,0.5986,47327,65913484
University of Southern Indiana,5491,IN,37.962374,-87.677214,0.9444,0.5106,0.6989,47605,155208079
Indiana State University,6926,IN,39.469073,-87.407846,0.923,0.4413,0.6427,48387,79121000
Indiana University-Kokomo,2419,IN,40.460062,-86.132048,0.8575,0.416,0.6388,49917,11677489
Indiana University-South Bend,3666,IN,41.665324,-86.221991,0.8688,0.3616,0.6604,44947,33726642
Indiana University-Bloomington,35401,IN,39.16609,-86.526559,0.8241,0.8113,0.8986,63742,1668817459
Indiana University-Northwest,2711,IN,41.557324,-87.337249,0.8031,0.3732,0.6791,43361,17167262
Indiana University-Southeast,3133,IN,38.345191,-85.819985,0.8523,0.3456,0.6052,47596,26129534
Indiana University-East,2472,IN,39.868707,-84.881923,0.7755,0.4249,0.6388,47156,8439320
Manchester University,914,IN,41.010549,-85.762643,0.6639,0.4807,0.6808,51504,79850873
Marian University,2347,IN,39.813233,-86.202643,0.9384,0.6359,0.7598,58759,101790925
Indiana Wesleyan University-Marion,2097,IN,40.517937,-85.667503,0.8672,0.6667,0.7823,59986,268508115
University of Notre Dame,8917,IN,41.703058,-86.238959,0.1291,0.9633,0.9738,99980,18385354000
Oakland City University,604,IN,38.340891,-87.35144,0.5572,0.5349,0.7114,43283,10341300
Rose-Hulman Institute of Technology,2154,IN,39.483602,-87.326749,0.7302,0.8085,0.9167,101253,271284646
University of Saint Francis-Fort Wayne,1572,IN,41.087205,-85.177246,0.9806,0.5575,0.6812,55362,36138880
Saint Mary-of-the-Woods College,801,IN,39.508546,-87.463791,0.7817,0.519,0.6703,43845,12236240
Saint Mary's College,1378,IN,41.707274,-86.256947,0.8389,0.7488,0.8347,59354,282319087
Taylor University,1767,IN,40.456246,-85.497034,0.7461,0.7797,0.9144,52198,122743805
Trine University,2250,IN,41.632502,-85.008009,0.9188,0.6508,0.7809,57165,29190509
Valparaiso University,2342,IN,41.462239,-87.040172,0.9415,0.6984,0.7733,63191,350627000
Wabash College,835,IN,40.037588,-86.906,0.6149,0.7535,0.8804,69952,419907279
Buena Vista University,1419,IA,42.642255,-95.208529,0.7727,0.5792,0.7585,49156,162180950
Central College,1135,IA,41.401539,-92.922199,0.7924,0.7143,0.7375,54317,99746202
Clarke University,724,IA,42.509475,-90.690487,0.848,0.5759,0.6667,55396,33527237
Cornell College,1056,IA,41.924554,-91.423741,0.7933,0.6341,0.7951,53460,93803619
Dordt University,1472,IA,43.082527,-96.166562,0.8767,0.6701,0.8042,52559,67719593
Drake University,2794,IA,41.60129,-93.652163,0.6723,0.764,0.8287,71901,279782246
University of Dubuque,1439,IA,42.49726,-90.693428,0.8505,0.3926,0.7125,51190,238864151
Emmaus Bible College,188,IA,42.508307,-90.706011,1,0.8154,0.7021,42631,1684953
Faith Baptist Bible College and Theological Seminary,313,IA,41.737082,-93.624422,0.5245,0.5484,0.88,40650,5355553
Graceland University-Lamoni,860,IA,40.615966,-93.924893,0.7449,0.481,0.6129,47361,54744304
Grand View University,1525,IA,41.620039,-93.600954,0.9841,0.5224,0.6851,52824,32963416
Grinnell College,1709,IA,41.747952,-92.722094,0.1076,0.8838,0.9321,62830,2931550000
Iowa State University,24994,IA,42.026212,-93.648504,0.9022,0.7445,0.857,63386,1403260018
Iowa Wesleyan University,734,IA,40.973791,-91.552459,0.8081,0.297,0.5447,47217,18321843
University of Iowa,21545,IA,41.661935,-91.536425,0.86,0.7369,0.8864,64762,3112825000
Loras College,1192,IA,42.503908,-90.679023,0.8984,0.6779,0.7653,58289,55281637
Luther College,1603,IA,43.312304,-91.802809,0.7532,0.7423,0.8115,59850,203973013
Maharishi International University,681,IA,41.017781,-91.967306,0.9429,0.5,0.5625,27981,11507000
Mercy College of Health Sciences,909,IA,41.594559,-93.626238,0.9671,0.44,0.6667,62234,10010108
Morningside University,1175,IA,42.473891,-96.359464,0.7061,0.5618,0.6459,55494,57259474
Mount Mercy University,1201,IA,42.001931,-91.650991,0.7527,0.5738,0.7373,60787,36315412
University of Northern Iowa,7571,IA,42.514923,-92.459703,0.9495,0.6384,0.8257,55177,176366296
Northwestern College,1106,IA,42.999007,-96.058772,0.8733,0.6299,0.7836,49802,75165165
Saint Ambrose University,2108,IA,41.54065,-90.579854,0.7392,0.6402,0.7907,59531,211916395
Simpson College,1115,IA,41.365503,-93.563471,0.891,0.6667,0.7832,59274,105332071
Upper Iowa University,2203,IA,42.838283,-91.799543,0.5423,0.4206,0.5682,52766,22682522
Wartburg College,1402,IA,42.7277,-92.483387,0.9745,0.6719,0.7046,56201,99150403
William Penn University,1362,IA,41.310111,-92.647095,0.5767,0.2987,0.6238,48936,7435146
Baker University,1115,KS,38.778712,-95.187346,0.9175,0.479,0.7972,63855,54288205
Benedictine College,2155,KS,39.573079,-95.113858,0.9883,0.6764,0.7678,53175,44917496
Bethany College,684,KS,38.580598,-97.67367,0.6603,0.2947,0.4727,49694,9864730
Bethel College-North Newton,497,KS,38.075169,-97.343256,0.9715,0.5248,0.75,49898,31624566
Emporia State University,2663,KS,38.414784,-96.179021,0.9567,0.5189,0.7158,47601,100787819
Fort Hays State University,10066,KS,38.872156,-99.342503,0.8802,0.5054,0.7597,48928,145486489
Barclay College,152,KS,37.62012,-99.105351,0.5268,0.4167,0.875,36355,7048498
Friends University,993,KS,37.678459,-97.367048,0.6327,0.454,0.6192,52113,62611738
University of Kansas,18539,KS,38.958549,-95.247567,0.8784,0.6728,0.8469,61945,2398680411
Newman University,883,KS,37.672643,-97.37768,0.5103,0.5196,0.6875,55041,29925050
Kansas State University,14762,KS,39.188648,-96.581077,0.9514,0.6857,0.8619,57262,860561816
Kansas Wesleyan University,787,KS,38.813795,-97.607973,0.6962,0.323,0.6245,51152,41700624
Manhattan Christian College,121,KS,39.184806,-96.579383000000007,0.4796,0.5333,0.5714,48860,4794914
McPherson College,812,KS,38.371422,-97.642996,0.6588,0.4948,0.6296,52084,53919730
MidAmerica Nazarene University,975,KS,38.875615,-94.781635,0.6682,0.419,0.6316,62972,16299264
Ottawa University-Ottawa,851,KS,38.603173,-95.264187,0.7823,0.2849,0.5681,55552,3693356
Pittsburg State University,4221,KS,37.392071,-94.702473,0.8618,0.5553,0.7491,50579,113258933
University of Saint Mary,798,KS,39.279396,-94.906743,0.8193,0.3852,0.6971,59483,20290406
Southwestern College,1050,KS,37.248608,-96.975405,0.7016,0.3846,0.4901,55646,27433651
Sterling College,566,KS,38.219937,-98.208644,0.611,0.3672,0.5922,45846,15320526
Tabor College,507,KS,38.34858,-97.199773,0.5271,0.4412,0.6339,54058,14990248
Wichita State University,10304,KS,37.718882,-97.292361,0.9485,0.5159,0.6602,51532,336760732
Alice Lloyd College,538,KY,37.335087,-82.875068,0.9833,0.4048,0.5468,40573,59864522
Asbury University,1256,KY,37.862029,-84.662606,0.7873,0.7003,0.8295,42368,69641629
Bellarmine University,2275,KY,38.219279,-85.704997,0.8778,0.5972,0.8105,62069,80147900
Berea College,1412,KY,37.57202,-84.292893,0.2458,0.6187,0.8225,43150,1575414600
Brescia University,551,KY,37.769041,-87.111639,0.5036,0.4309,0.7661,45500,17399771
Centre College,1347,KY,37.645709,-84.779392,0.6285,0.8675,0.8886,66240,420214180
University of the Cumberlands,4609,KY,36.737048,-84.161646,0.8302,0.4425,0.7012,45036,120888737
Eastern Kentucky University,11215,KY,37.740845,-84.300796,0.6431,0.4924,0.7698,45795,88786959
Georgetown College,1204,KY,38.207615,-84.553767,0.7152,0.4613,0.6466,52074,44423702
Kentucky Mountain Bible College,71,KY,37.603443,-83.438765,0.45,0.5625,0.875,21256,5115872
Kentucky State University,1343,KY,38.201427,-84.855402,0.915,0.3229,0.5291,36382,21945544
Kentucky Wesleyan College,760,KY,37.744489,-87.119658,0.6855,0.4845,0.5707,46747,42146419
University of Kentucky,22115,KY,38.038911,-84.504747,0.9489,0.6877,0.8454,59025,1863781454
Kentucky Christian University,448,KY,38.338805,-82.945561,0.4439,0.3072,0.462,42375,6825733
University of Louisville,13822,KY,38.216862,-85.760412,0.8154,0.6216,0.7827,53899,958704000
Midway University,1187,KY,38.146126,-84.678142,0.9376,0.4341,0.7354,44246,36375546
Morehead State University,4864,KY,38.186768,-83.434021,0.8397,0.4723,0.6828,43197,58002224
Murray State University,6588,KY,36.612419,-88.323629,0.8398,0.5846,0.7744,44737,119044009
Northern Kentucky University,8677,KY,39.029714,-84.463483,0.8601,0.5005,0.7747,50220,129970000
Spalding University,635,KY,38.242407,-85.757725,0.9764,0.4467,0.7087,49438,26379566
Thomas More University,1420,KY,39.022963,-84.568923,0.9424,0.4442,0.6589,59384,36775629
Transylvania University,976,KY,38.052983,-84.493202,0.9079,0.6901,0.7825,54705,240818154
Union College,711,KY,36.870875,-83.888477,0.5342,0.3308,0.5926,42002,30900100
Western Kentucky University,12149,KY,36.985035,-86.456828,0.9695,0.5136,0.7658,43889,17668486
Centenary College of Louisiana,511,LA,32.483335,-93.730834,0.6365,0.6,0.6412,50330,149355410
Dillard University,1220,LA,29.996587,-90.06464,0.7989,0.4803,0.7055,39196,108887649
Grambling State University,4163,LA,32.523797,-92.713245,0.4237,0.3688,0.7177,41109,8081377
Louisiana State University-Alexandria,3600,LA,31.178616,-92.414409,0.5767,0.3147,0.6667,42205,22581628
Louisiana State University and Agricultural & Mechanical College,27729,LA,30.414986,-91.178921,0.7572,0.6985,0.8357,61251,702094512
Louisiana State University-Shreveport,2137,LA,32.428465,-93.70561,0.8891,0.3254,0.651,47477,28887195
Louisiana Christian University,767,LA,31.324528,-92.425973,0.7461,0.3629,0.5538,51700,45660619
Louisiana Tech University,7434,LA,32.528297,-92.649963,0.6237,0.5986,0.8094,52279,95704850
Loyola University New Orleans,3160,LA,29.936141,-90.120417,0.7811,0.6705,0.7636,52927,262257784
McNeese State University,4928,LA,30.178187,-93.217222,0.7124,0.4648,0.6854,46453,25191314
University of New Orleans,4925,LA,30.027704,-90.067142,0.6976,0.3824,0.6053,47872,25820739
Nicholls State University,4808,LA,29.794486,-90.801571,0.9843,0.4557,0.7492,45454,19806207
University of Louisiana at Monroe,5032,LA,32.527748,-92.07374,0.7011,0.5075,0.7272,46769,41746794
Northwestern State University of Louisiana,6243,LA,31.750666,-93.097797,0.9793,0.4636,0.6115,47021,20803510
University of Holy Cross,453,LA,29.912003,-89.99445,0.8735,0.3649,0.7593,49316,29818394
Franciscan Missionaries of Our Lady University,844,LA,30.401379,-91.110587,0.8478,0.4286,0.8169,59419,12263696
Southeastern Louisiana University,9567,LA,30.514652,-90.468676,0.9898,0.4377,0.7056,46482,22583695
Southern University and A & M College,5171,LA,30.524558,-91.190105,0.539,0.3035,0.5932,43371,11997893
Southern University at New Orleans,1144,LA,30.026162,-90.044912,0.9353,0.1704,0.4574,34042,3156732
University of Louisiana at Lafayette,11932,LA,30.212191,-92.020165,0.7456,0.5115,0.7002,47089,171397760
Tulane University of Louisiana,8490,LA,29.940069,-90.122144,0.1145,0.8744,0.9314,63268,1972827000
Xavier University of Louisiana,2681,LA,29.964162,-90.107307,0.9516,0.5053,0.6819,52184,190826626
College of the Atlantic,372,ME,44.395258,-68.221517,0.6008,0.5823,0.7391,40264,81831154
Bates College,1790,ME,44.105299,-70.203333,0.1374,0.9256,0.9313,69498,466016288
Bowdoin College,1909,ME,43.907134,-69.963942,0.0919,0.9404,0.9632,82735,2718438000
Colby College,2299,ME,44.564211,-69.66337,0.0761,0.8804,0.928,80490,1257738000
University of Maine at Farmington,1217,ME,44.666911,-70.147121,0.9417,0.5333,0.7114,44433,18042000
University of Maine at Fort Kent,650,ME,47.250389,-68.589319,0.9924,0.3659,0.5909,51077,5149000
University of Maine,8720,ME,44.899257,-68.669332,0.9396,0.5527,0.7509,48653,448303000
Maine Maritime Academy,874,ME,44.389654,-68.804347,0.5765,0.6612,0.86,89964,45893773
University of Maine at Presque Isle,1100,ME,46.672285,-68.016343,0.9699,0.2945,0.5816,40956,1523000
University of New England,2272,ME,43.458591,-70.38535,0.9628,0.5939,0.7005,55921,50079209
Maine College of Art & Design,380,ME,43.655743,-70.261015,0.7396,0.4833,0.7212,40778,15412452
Saint Joseph's College of Maine,963,ME,43.826314000000004,-70.483373,0.8084,0.6955,0.7719,59045,18502833
University of Southern Maine,4322,ME,43.662863,-70.274247,0.8543,0.4172,0.6736,49958,51260000
Thomas College,673,ME,44.524909,-69.664734,0.9724,0.5,0.7718,44991,20020781
Unity College,3679,ME,43.905745,-70.257277,0.9431,0.5263,0.3934,37852,18671070
University of Baltimore,1351,MD,39.305834,-76.616591,0.8933,0.3333,0.6,61335,70214076
Bowie State University,5289,MD,39.018185,-76.759721,0.8654,0.4019,0.7252,54537,39100721
Capitol Technology University,296,MD,39.046673,-76.850231,0.6434,0.5532,0.725,85035,5848499
Washington Adventist University,499,MD,38.986349,-77.000608,0.5143,0.5,0.86,64249,2851779
Coppin State University,1708,MD,39.311258,-76.658687,0.4495,0.2376,0.6163,46490,15052131
Frostburg State University,2873,MD,39.650918,-78.934293,0.8788,0.4934,0.7229,55493,36399168
Goucher College,981,MD,39.410175,-76.594843,0.8024,0.5831,0.7719,53023,259341000
Hood College,1182,MD,39.420631,-77.419049,0.7787,0.6119,0.7307,57089,134228547
Johns Hopkins University,5643,MD,39.328977,-76.621595,0.0725,0.9405,0.9695,87555,9315279000
Loyola University Maryland,3968,MD,39.346358,-76.621872,0.8348,0.7868,0.8458,82652,307797711
University of Maryland-Baltimore County,10557,MD,39.256686,-76.711607,0.8055,0.7034,0.859,69960,137355063
University of Maryland-College Park,29982,MD,38.988178,-76.944721,0.4461,0.8927,0.948,82860,943172167
Maryland Institute College of Art,1401,MD,39.308792,-76.621033,0.7958,0.7652,0.8544,45212,117755152
University of Maryland Eastern Shore,1877,MD,38.207386,-75.686852,0.8156,0.3739,0.7088,47697,58520053
Morgan State University,7599,MD,39.344161,-76.585565,0.8538,0.4559,0.7356,50698,98712875
Mount St. Mary's University,1824,MD,39.681705,-77.351887,0.7957,0.6475,0.6842,64072,64126845
Notre Dame of Maryland University,634,MD,39.350612,-76.619739,0.6958,0.6022,0.6222,65344,51709356
Salisbury University,6145,MD,38.34648,-75.604815,0.9106,0.6858,0.757,61515,100837695
St. Mary's College of Maryland,1476,MD,38.188047,-76.430994,0.773,0.7066,0.8241,60110,44868594
St. John's College,462,MD,38.981598,-76.491359,0.499,0.7717,0.7929,51584,172683848
Towson University,16734,MD,39.393622,-76.611164,0.786,0.6976,0.8173,64390,113271223
Stevenson University,2979,MD,39.426413,-76.775809,0.841,0.6513,0.7748,62079,126472667
Washington College,935,MD,39.217329,-76.06878,0.7471,0.7146,0.8269,65518,299835141
McDaniel College,1748,MD,39.584231,-77.001992,0.8205,0.6624,0.762,60663,170613000
American International College,1142,MA,42.112346,-72.558338,0.8936,0.3688,0.6735,53124,25570046
Amherst College,1898,MA,42.372459,-72.518493,0.0726,0.9193,0.9533,77644,3775153114
Anna Maria College,991,MA,42.330542,-71.91896,0.6958,0.4037,0.6774,46651,7190015
Assumption University,1676,MA,42.294226,-71.828991,0.823,0.7205,0.8265,74895,101791191
Babson College,2709,MA,42.297017,-71.264057,0.2235,0.9267,0.9492,123938,700733790
Bay Path University,1263,MA,42.055088,-72.583382,0.7563,0.4706,0.6975,55383,73535409
Bentley University,4070,MA,42.385995,-71.222839,0.5788,0.8798,0.9078,120959,359232000
Berklee College of Music,7395,MA,42.346646,-71.089405,0.5423,0.6859,0.8397,33647,446633116
Boston College,9751,MA,42.336213,-71.169242,0.1666,0.9092,0.9491,103937,3775566151
Boston University,17668,MA,42.351118,-71.107942,0.1437,0.8896,0.9397,83238,3392513000
Brandeis University,3675,MA,42.365727,-71.260155,0.3941,0.8734,0.9159,77231,1286001704
Bridgewater State University,7911,MA,41.98749,-70.974553,0.8771,0.5606,0.7506,57466,65117443
Clark University,2363,MA,42.249987,-71.823356,0.5032,0.7616,0.8752,62381,506185000
Curry College,1804,MA,42.238061,-71.116539,0.8752,0.5207,0.6238,54400,104122359
Dean College,1180,MA,42.085634,-71.397813,0.7595,0.4472,0.7579,38109,62005198
Eastern Nazarene College,408,MA,42.271228,-71.011079,0.6192,0.494,0.6701,54727,19431518
Emerson College,4147,MA,42.352202,-71.065384,0.4275,0.7716,0.8771,62832,259625990
Emmanuel College,1855,MA,42.340602,-71.103634,0.7969,0.6594,0.8112,68245,187652794
Endicott College,2999,MA,42.553296,-70.840847,0.7331,0.7809,0.8467,58336,129025139
Fitchburg State University,2911,MA,42.588298,-71.789666,0.8606,0.5639,0.7209,53874,21282453
Framingham State University,2712,MA,42.297116,-71.437565,0.8741,0.5461,0.7096,52349,57660378
Gordon College,1255,MA,42.590567,-70.82151,0.9176,0.6874,0.8424,52119,98936710
Hampshire College,505,MA,42.325852,-72.531469,0.689,0.6031,0.6744,46938,55577725
Harvard University,7973,MA,42.374471,-71.118313,0.0324,0.9777,0.9769,101817,53165753000
Hellenic College-Holy Cross Greek Orthodox School of Theology,31,MA,42.317018,-71.129418,0.5789,0.6,0.6667,51724,30797564
College of the Holy Cross,3062,MA,42.23752,-71.808214,0.3636,0.9111,0.9475,90543,1043289368
Lasell University,1236,MA,42.342148,-71.24347,0.7321,0.6087,0.769,49705,48951389
Lesley University,1406,MA,42.38012,-71.117303,0.8623,0.6135,0.7446,51173,226529066
Longy School of Music of Bard College,40,MA,42.378657,-71.123479,0.8902,0.8182,0.7273,46543,9537598
University of Massachusetts-Lowell,11985,MA,42.652864,-71.326809,0.8595,0.7111,0.8392,64874,171356000
University of Massachusetts-Amherst,24111,MA,42.385999,-72.526728,0.6352,0.8305,0.9035,71631,494397003
University of Massachusetts-Boston,11749,MA,42.312881,-71.036865,0.8076,0.5101,0.7248,65865,124573000
MCPHS University,3488,MA,42.336825,-71.101244,0.8826,0.6146,0.6981,125557,1660129792
Massachusetts College of Art and Design,1753,MA,42.336862000000004,-71.099275,0.7864,0.6604,0.8385,43582,18325655
Massachusetts Institute of Technology,4638,MA,42.359243,-71.093226,0.0396,0.9494,0.9898,143372,27394039000
Massachusetts Maritime Academy,1323,MA,41.739072,-70.624084,0.894,0.792,0.7837,82392,39952245
Merrimack College,4065,MA,42.668344,-71.124216,0.7463,0.6813,0.8238,75584,74119235
Mount Holyoke College,2183,MA,42.25489,-72.573916,0.3976,0.8257,0.903,58418,1068049889
The New England Conservatory of Music,363,MA,42.340946,-71.08629,0.3755,0.8099,0.9286,34483,154798782
Nichols College,1164,MA,42.044033,-71.930283,0.8486,0.5817,0.7215,58063,32100561
Massachusetts College of Liberal Arts,760,MA,42.691361,-73.102817,0.9245,0.5569,0.6402,48102,18832853
Northeastern University,16172,MA,42.339992,-71.088782,0.068,0.9124,0.972,92538,1365215950
College of Our Lady of the Elms,915,MA,42.141781,-72.60154,0.9091,0.7485,0.7459,51540,17900630
Regis College,1095,MA,42.351291,-71.310561,0.8877,0.6695,0.758,52873,48382350
Salem State University,4592,MA,42.503575,-70.890234,0.9266,0.5536,0.7458,56662,1268006
Simmons University,1786,MA,42.3393,-71.099967,0.7646,0.7445,0.8065,63494,244268268
Bard College at Simon's Rock,263,MA,42.208803,-73.379201,0.9545,0.6483,0.6759,46543,109345
Smith College,2515,MA,42.318111,-72.638097,0.2286,0.8853,0.9083,64027,2559082623
Springfield College,2002,MA,42.1022,-72.556647,0.7563,0.7301,0.8323,48036,106011115
University of Massachusetts-Dartmouth,5331,MA,41.62869,-71.004552,0.9552,0.5458,0.6664,68804,103604053
Stonehill College,2466,MA,42.05905,-71.080632,0.7344,0.7907,0.8885,77745,307883077
Suffolk University,4325,MA,42.357945,-71.060917,0.8679,0.6036,0.7646,67506,305695389
Tufts University,6747,MA,42.40855,-71.118293,0.0969,0.9371,0.9605,83214,2646506000
Wellesley College,2353,MA,42.291554,-71.306605,0.1357,0.9017,0.9502,84803,3236785000
Wentworth Institute of Technology,3557,MA,42.336632,-71.094983,0.9231,0.6876,0.8208,82721,149799889
Western New England University,2402,MA,42.115017,-72.520466,0.8801,0.6745,0.7791,73157,71333272
Westfield State University,3693,MA,42.132698,-72.796503,0.8151,0.5981,0.7535,57346,13213677
Wheaton College (Massachusetts),1653,MA,41.966637,-71.183979,0.7948,0.7973,0.8065,67725,266877707
Williams College,2138,MA,42.712725,-73.203132,0.085,0.9511,0.9721,88665,3911574095
Worcester Polytechnic Institute,5146,MA,42.274853,-71.808339,0.5748,0.8893,0.9148,103470,634544000
Worcester State University,4025,MA,42.267526,-71.844018,0.8766,0.5885,0.746,60624,20177209
Adrian College,1688,MI,41.898591,-84.061481,0.6906,0.5061,0.6714,55504,46226719
Albion College,1445,MI,42.245049,-84.745639,0.6652,0.592,0.7286,58799,199245697
Alma College,1222,MI,43.38004,-84.672053,0.6465,0.6219,0.7304,54742,150400534
Andrews University,1249,MI,41.963859,-86.355815,0.9127,0.7079,0.8208,53187,70146819
Aquinas College,1107,MI,42.96019,-85.628785,0.9078,0.6115,0.7721,49584,48084905
Baker College,3230,MI,42.984804,-84.172404,0.3665,0.2007,0.6275,35833,389980183
Calvin University,2833,MI,42.929916,-85.587548,0.7421,0.7696,0.8638,58375,242913000
Central Michigan University,10297,MI,43.591203,-84.77525,0.7895,0.6172,0.7182,55874,246144980
Cleary University,716,MI,42.586638,-83.879987,0.6753,0.6364,0.52,54186,1398800
Concordia University Ann Arbor,843,MI,42.273157,-83.68268,0.7018,0.5176,0.6814,56075,24311411
College for Creative Studies,1317,MI,42.361839,-83.062352,0.492,0.6406,0.7632,44860,105991839
Davenport University,3412,MI,42.850013,-85.533519,0.9891,0.5009,0.7406,45099,33248404
University of Detroit Mercy,2322,MI,42.414222,-83.139158,0.9053,0.7294,0.8453,71030,93964422
Eastern Michigan University,11206,MI,42.251675,-83.627443,0.8323,0.4542,0.6588,51793,94993584
Ferris State University,8390,MI,43.687724,-85.481925,0.8788,0.4936,0.7719,54735,116055893
Kettering University,1401,MI,43.012468,-83.71282,0.8075,0.6934,0.8721,94823,110952886
Cornerstone University,1383,MI,42.979966,-85.595328,0.8178,0.6168,0.8152,47314,15675882
Grand Valley State University,18487,MI,42.963001,-85.889826,0.9037,0.6628,0.7908,56118,174958793
Hope College,3173,MI,42.787247,-86.100971,0.8045,0.8028,0.8921,58427,307167000
Kalamazoo College,1192,MI,42.290789,-85.601857,0.7925,0.7977,0.8639,65590,311232478
Lake Superior State University,1468,MI,46.492849,-84.365573,0.7691,0.5106,0.7244,49045,37600988
Lawrence Technological University,1864,MI,42.474072,-83.25003,0.8191,0.6575,0.6957,69151,57917708
Madonna University,1693,MI,42.384323,-83.404722,0.6484,0.4928,0.7649,59058,52276926
Rochester University,848,MI,42.667521,-83.144959,0.7137,0.4063,0.609,48707,4400132
University of Michigan-Ann Arbor,32448,MI,42.275921,-83.742769,0.1769,0.9317,0.9721,83648,16795776000
Michigan State University,39021,MI,42.73212,-84.476111,0.8795,0.8157,0.8905,67253,4429672543
Michigan Technological University,5633,MI,47.11866,-88.548092,0.9368,0.6776,0.8502,78198,151519725
University of Michigan-Dearborn,5962,MI,42.317287,-83.231417,0.541,0.56,0.8184,59649,77387000
University of Michigan-Flint,4029,MI,43.01875,-83.690276,0.6635,0.4645,0.7664,53230,149520000
Northern Michigan University,6322,MI,46.559751,-87.406568,0.7055,0.5292,0.7328,47107,20672511
Northwood University,1911,MI,43.628717,-84.27682,0.7968,0.6262,0.8109,63075,114342229
Oakland University,12626,MI,42.674573,-83.216418,0.9005,0.5764,0.7517,58612,147144540
Olivet College,859,MI,42.442891,-84.923891,0.8464,0.4406,0.6471,47907,26274803
Kuyper College,78,MI,43.02195,-85.592657,0.7568,0.5429,0.8182,41066,6650986
Sacred Heart Major Seminary,140,MI,42.375248,-83.111682,1,1,1,49295,26731034
Saginaw Valley State University,6211,MI,43.51176,-83.964273,0.7637,0.4996,0.724,51955,110619274
Siena Heights University,1554,MI,41.905624,-84.018841,0.6498,0.5119,0.6985,57529,19488255
Spring Arbor University,1021,MI,42.206568,-84.556074,0.4732,0.6,0.684,51732,24904101
Finlandia University,386,MI,47.127868,-88.588756,0.6657,0.3116,0.625,39864,5971713
Wayne State University,15669,MI,42.358994,-83.068998,0.7532,0.6031,0.837,53493,520526000
Western Michigan University,13264,MI,42.282194,-85.613759,0.8455,0.5507,0.7652,53562,497143428
Augsburg University,2334,MN,44.966307,-93.240436,0.7651,0.5563,0.7045,58829,68323244
Bemidji State University,3187,MN,47.482341,-94.874119,0.7752,0.4994,0.7124,53755,35198000
Bethany Lutheran College,641,MN,44.166649,-93.990805,0.585,0.5652,0.7929,46110,52654110
Bethel University,2090,MN,45.057655,-93.161663,0.7249,0.7469,0.8263,63764,64840524
Carleton College,2007,MN,44.462318,-93.154666,0.1663,0.9065,0.955,75525,1157982283
Concordia College at Moorhead,1800,MN,46.862482,-96.76749,0.6553,0.6943,0.8372,59317,187430498
Concordia University-Saint Paul,2760,MN,44.949759,-93.154861,0.6909,0.5124,0.6098,59871,45931521
Martin Luther College,697,MN,44.30526,-94.472326,0.8372,0.7436,0.8609,47491,22715164
Gustavus Adolphus College,2069,MN,44.323626,-93.972196,0.739,0.7579,0.8603,65607,275288267
Hamline University,1745,MN,44.966246,-93.164479,0.8055,0.6905,0.7495,61106,138088802
Macalester College,2164,MN,44.938565,-93.168053,0.2842,0.8792,0.9118,63878,872754000
Minnesota State University-Mankato,11354,MN,44.146712,-93.99945,0.7068,0.5258,0.7607,56922,74284000
Metropolitan State University,5152,MN,44.957256,-93.074361,0.817,0.325,0.6373,64705,8485000
University of Minnesota-Twin Cities,30560,MN,44.972851,-93.235464,0.7491,0.8436,0.9016,69020,5155556365
University of Minnesota-Crookston,1489,MN,47.802536,-96.606188,0.5722,0.5333,0.7117,58056,24473135
